Full Name,Born,Batting Style,Bowling Style,Carrer,Age
ෆ්රෑන්ක් ඩිමුත් මදුශංක කරුණාරත්න,"අප්රේල් 21, 1988, කොළඹ",වම් අත පන්දු,දකුණු අත මාධ්යය,"දිමුත් කරුණරත්න යනු stand න වමේ වම් පිතිකරු වන අතර ශාන්ත ජෝශප් විද්යාලයේ තවත් ආදි ශිෂ්යයෙකි. 19 න් පහළ පැත්තෙන් 19 කිකරුණාරත්න 2008 දී සිංහල ක්රීඩා සමාජය (එස්එස්සී) සඳහා සිය පළමු පන්තියේ ආරම්භ වූ නමුත්, නිහ quiet පළමු කන්නයේ දී බොහෝ දුරට මධ්යම අනුපිළිවෙලට සවි කර ඇත. ඔහු 2009 දී ඉහළ පෙළේ ස්ථානයක් ලබා ගත් අතර ඉන් පසුව වඩාත් ලකුණු ලබා ගැනීමට පටන් ගත්තේය.ඔහුගේ මංගල පළමු පන්තියේ පළමු පන්තියේ, කෝල්ට්ස් ක්රිකට් සමාජයට එරෙහිව, කන්නයේදී ලකුණු 1186 ක ජලගැල්මක් සතයක් ලබා ගත් අතර එය සාමාන්යයෙන් 56.54 කි.ඔහුගේ විශිෂ්ට පෝරමය ඔහුගේ ශ්රී ලංකා ශ්රී ලංකාවේ දකුණු අප්රිකාවට පැමිණීමට එරෙහිව ශ්රී ලංකා කණ්ඩායමක් සඳහා ඇමතුමක් ලබා ගත් අතර, ඔහු යළිත් පුදුමයට පත් වූ අතර, වර්නන් ෆිලන්ඩර් ඇතුළත් ප්රහාරයකට එරෙහිව 184 ක් උපයා ගත්තේය.",අවු. 33 දවස්. 187
රණවීර මුදියන්සලේජ් ෂමින්ද එරංග,"ජුනි 23, 1986, චිලව්",දකුණු අත පිතිකරණය,දකුණු අත වේගවත් මාධ්යය,"ඔහු 2010 දී ශ්රී ලංකාව සඳහා මංගල සංවිධානය විසින් ආරම්භ කළ අතර 2011 දී එංගලන්තයේ සංචාරයක නිරත වූ ඔහු ජාතික පැත්තේ කොටසක් ලෙස නැවත ශ්රී ලංකාවට ගෙන යන ලදී.ෂමින්ද එරංගාගේ එක්දින තරග සංදර්ශනය දර්ශනීය ය: 2011 දී ඕස්ට්රේලියාවට එරෙහිව ඔහුට අවශ්ය වූයේ පන්දු යැවීම, පන්දු යැවීම බ්රැඩ් බැඩ් හැඩින් හරහා ගේට්ටුව හරහා අවශ්ය විය.රිකී පොන්ටිං තම මන්දගාමී බෝල කියවීමට අසමත් වූ විට ඊටත් වඩා අමතක නොවන සේවයක් අනුගමනය කළ අතර, නැවත පැමිණීම ආපසු ඇල්ලීම.පසුව ඔහු එම විපක්ෂයට එරෙහිව ඔහුගේ ටෙස්ට් තරගය ආරම්භ කළ අතර ඔහු ෂේන් වොට්සන් බැහැර කරන විට ඔහුගේ පළමු දරු ප්රසූතියට එරෙහිව වැඩ වර්ජනය කළ දෙවන ශ්රී ලාංකික පන්දු යවන්නා බවට පත්විය.",අවු. 35 දවස්. 124
Skkkuna prasanna,"ජුනි 27, 1985, බලපිටිය",දකුණු අත පිතිකරණය,ලෙග්බ්රේක්,"නිවැරදි ලෙග්ස්නිනර් සහ ප්රමාද වූ අභාවප්රාප්ත වූ පැත්තේ හිටික නෙක්ටිකර්, සෙකුක්ගේ ප්රසන්න සීමිත ඕවර්ලන්ත ජාත්යන්තරයේ ශ්රී ලංකා භ්රමණ විකල්ප කිහිපයකින් එකක් බවට පත්ව ඇත.වාතය හරහා, හොඳ ගොග්ලි සන්තකයේ, ප්රසන්න, තණතීරුව හැරෙනු ඇතැයි අපේක්ෂා කරන විට ප්රසන්න බොහෝ දුරට තෝරාගෙන ඇත.ඔහු දේශීය ක්රිකට් ක්රීඩාවට හිතකර වන අතර එහිදී ඔහු සහ අජන්තා මෙන්ඩිස් පංචගොඩේ භිෂ්-මිත්රශීලී ශ්රී ලංකා හමුදාවේ කණ්ඩායම් හරහා නිතිපතා ක්රියාත්මක වේ.බංග්ලාදේශ ප්රිමියර් ලීග් තරගාවලියේදී සහ ප්රධාන වශයෙන් විස්සයි විස්ස පිපිරීමේදී, ප්රධාන වශයෙන් විස්සයි 20 පිපිරීමේදී ප්රසන්න විදෙස් තරඟවල සහ ප්රාන්ත නෝර්තෙම්ප්ටෙන්ෂයර් සඳහා ප්රසන්න ප්රසන්න මහතා මෑතකදී ආරම්භ කර තිබේ.",අවු. 36 දවස්. 120
සේනානායක මුදියන්සලේගේ සචිත්රා මධුෂංක සේනානායක,"පෙබරවාරි 09, 1985, කොළඹ",දකුණු අත පිතිකරණය,දකුණු අත ඕෆ්බ්රීක්,"සචිත්රා සේනානායක මහතා 2011-12 දී දකුණු අප්රිකාවේ සිව්වන එක්දින තරගාවලියේදී ශ්රී ලංකාව සඳහා ජාත්යන්තර තරගය බවට පත් කළ ඕෆ්ස්ටයිහිනියෙකි.ඔහුගේ ජාත්යන්තර මංගල්යය කරන විට, සේනානායක මහතා මේ වන විටත් තරග 59 ක කඩුලු 57 ක් දවා ගනිමින් 20.50 ක අපූරු සාමාන්යයෙන් පළමු පන්තියේ කඩුලු 297 ක් ලබාගෙන ඇති අතර ආර්ථිකය 3.90 ක වේගයකින් ලකුණු 107 ක් ලබා ගෙන තිබේ.2010-11 කන්නයේ දී ඔහු ප්රිමියර් ලීග් තරගාවලියේදී කඩුලු 45 ක් ලබා ගනිමින් සිව්වන ඉහළම කඩුලු 6 ක් වූ අතර එය තරග අටක කඩුලු 45 ක් ලබා ගත්තේය.සීමිත ඕවර තරගවල පීඩනය හැසිරවිය හැකි බව ද ඔහු පෙන්වා දී තිබේ: 2011-12 අග්රාමාත්ය සීමිත ඕවර තරගාවලියේදී ශ්රී ලංකාවේ ප්රධාන එක්දින තරගාවලියේදී ඔහු 11.18 ට 16.18 ට 16 ක වැඩිම කඩුලු 16 ක් විය.",අවු. 36 දවස්. 258
ලෙගල ටිලින්ස්හාට්,"පෙබරවාරි 17, 1988, බලන්ගොඩ",දකුණු අත පිතිකරණය,වම් අත උපරිම වේගයෙන්,"උදනා යනු දක්ෂ වම් අතක් වේගවත් පන්දු යැවීමේ තුන් ඉරියව් ක්රීඩකයෙකි, ඔහුගේ විවිධත්වය සහ වේගය සහ වේගය දක්නට ලැබෙන්නේ ඔහු ශ්රී ලංකාවේ විස්සයි විස්ස පැත්තට වරින් වර පෙනේ.පන්දුව ගලවා දැමීමේ හැකියාව, උදනාට මන්දගාමී බෝල ගණනාවක් තිබී ඇත.ඔහු 2009 වසරේ ලෝක විස්සයි විස්ස තරගාවලියට එංගලන්තයේ ශ්රී ලංකා සංචිතයට ලුහුබැඳ ගිය අතර ශ්රී ලංකාවේ එම තරඟාවලියේ අවසන් මහා තරගයට ශ්රී ලංකාවේ ප්රගතියක් ලබා ගත්තේය.කෙසේ වෙතත්, ඔහු 2010 ලෝක විස්සයි 20 තරගයට ක්රීඩා නොකළ අතර 2017 මුලදී ජාතික තේරීම් කමිටුව විසින් බොහෝ දුරට නොසලකා හැර ඇති ලදී.",අවු. 33 දවස්. 251
අටචි නූන් ප්රදීප් රොෂාන් ප්රනාන්දු,"ඔක්තෝබර් 19, 1986, නෙගම්බෝ",දකුණු අත පිතිකරණය,දකුණු අත වේගවත් මාධ්යය,"වේගවත් පන්දු යවන්නා වන නුවන් ප්රදීප් ක්රිකට් බෝලයක් සමඟ ක්රිකට් බෝලයක් සමඟ සෙල්ලම් කළ නමුත් වසර තුනකටත් අඩු කාලයකදී ඔහු ශ්රී ලංකාවේ ටෙස්ට් සංචිතයේ සිටියේය.ඔහු 2007 දී වේග පූර්වක තරඟයක් ජයගත් අතර, මෘදු බෝල ඉසව්වක දක්ෂ බාලදක්ෂයින්ගේ සිත් ඇදගන්නා අතර කෙලින්ම ශ්රී ලංකා ක්රිකට් ඇකඩමියට යවන ලදී.සාම්ප්රදායික නොවන ක්රියාමාර්ගයන් සමඟ ඔහු මේජික් පන්දු යවන්නන්ගේ ශ්රී ලංකා සම්ප්රදායේ ශ්රී ලංකා සම්ප්රදාය අනුගමනය කරයි.ලසිත් මාලිංග වගේම, ඔහුට ස්ලිං ක්රිකට් ක්රීඩාවක් කර ඇති අතර දේශීය ක්රිකට් ක්රීඩාවේ පිතිකරුවන්ට ඔහුගේ වේගයෙන් ජනනය කරමින් දිගු කලක් ජනනය වෙමින් පවතී.2010 දී ප්රදීප් 2010 දී ඕස්ට්රේලියාවට ගෙන ගිය අතර එහිදී ඔහු දෙපැත්තෙන්ම කඩුලු රාශියක් නොතිබුණි.මීට මාසයකටත් අඩු කාලයකට පසු ඉන්දියාවට එරෙහි දෙවන ටෙස්ට් තරගය සඳහා ජාතික සංචිතයට ඇමතුමක් ලැබුණි.",අවු. 35 දවස්. 6
මාමරකාලා කුරුකුලසූරියෝරියා පැටබෙන්ඩිජ් අකිල ධනංජය පෙරේරා,"ඔක්තෝබර් 04, 1993, පණදුර",වම් අත පන්දු,"දකුණු අත ඕෆ්බ්රීක්, කකුල් ගතිය","2012 ලෝක විස්සයි විස්ස තරගාවලියට මූලික සංචිතයේ දී තවත් වාරිකයක් වන අකිලා දන්නන්ජය විසින් 2012 ලෝක විස්සයි විස්ස තරගාවලියට මූලික සංචිතයේ තෝරාගත් විට මතභේදයට තුඩු දුන්හ.කකුලක්, ගෝග්රි, කැරම් බෝල්, ඩෝසෝ, ඩොෂ්රි සහ කඩුල්ලේ පාලනයක් ලබා දීම සඳහා ශ්රී ලංකා පුහුණු සැසිවාරයකු ලෙස මහේලා ජයවර්ධනගේ පුදුමයට පත්වූයේ, ජාතික සංචිතයට වේගයෙන් සොයා ගන්නා ලෙස ජයවර්ධන ඉල්ලා සිටියේය..",අවු. 28 දවස්. 21
මාතියර් ඩොන් කුසාල් ජානිත් පෙරේරා,"අගෝස්තු 17, 1990, කළුබොවිල",වම් අත පන්දු,කඩුලු රකින්නා,"කෙටි බහිස් ගිඳීමක්, බලවත් නළල සහ නිර්දය ලේවැකි මර්දනයකි, වාමාංශික පිතිකරු කුසිවල් ජන්සිත් පෙරේරා පන්දුවට පහර දීම, ඇතැම් විට එය හරියටම අනුපිටපතක් ලෙස පෙනේ. ජයසූරිය, ඔහු දෙවන දක්ෂතාවයක් ඇති බව පෙනේ- එය මන්දගාමී වම් අතට වඩා කදීප් පාලනය කළත්, ඔහු කෝල්ට්ස් ක්රිකට් සමාජ ශාලාවට සම්බන්ධ වීමට පෙර ශ්රී ලංකාවේ වයස අවුරුදු 19 ක කොටසක කොටසකි.කෝල්ට්ස් හි පෙරේරා ආක්රමණශීලීව හා විශ්වසනීයත්වය පිළිබඳ ආරම්භ කරන ලද වෘත්තියක් හා විශ්වසනීයත්වය යන වෘත්තිය මත පදනම් වූ අතර, කාලයකට පසුව, ශ්රී ලංකාවේ තේරීම්කරුවන්ට ඔහුව තවදුරටත් නොසලකා හැරිය නොහැකි විය.",අවු. 31 දවස්. 69
අෂාන් මුඩියන්සලේගේ අෂාන් ප්රියංජන්,"අගෝස්තු 14, 1989 අගෝස්තු 14, කොළඹ",දකුණු අත පිතිකරණය,දකුණු අත ඕෆ්බ්රීක්,"කාර්යබහුල මැද පෙළ පිතිකරුවෙකු, පිටුපස පාදයෙන් පීඩාකාරී පිතිකරුවෙකු ඇසුරුම් කරමින් අෂාන් ප්රියංජන් ශ්රී ලංකා ක්රිකට් ක්රීඩාවේ ස්ථාවර තරුණියන්ගේ ස්ථාවර තරුණිය අතර වේ.2008 තරුණ ලෝක කුසලාන තරගාවලියේදී ශ්රී ලංකාවේ වයස අවුරුදු 19 න් පහළ කණ්ඩායමක් වන ප්රියංජන් නායකයා වූ අතර බ්ලූම්ෆීල්ඩ්, දෙමළ සංගමය සහ වඩාත් මෑතකදී වරාය අධිකාරියේ ක්රිකට් සමාජය වැඩිදියුණු කර ඇත.",අවු. 32 දවස්. 72
Knitvaj චෙස් ඩී සිල්වා,"ජනවාරි 17, 1990, ගාල්ල",වම් අත පන්දු,මන්දගාමී වම් අත ඕතඩොක්ස්,"තියුණු වේගයකින් වම් අත කරකැවෙන පොරොන්දුවකින් යුත් පොරොන්දු වූ තුන් ඉනිමක් වන චතුරංග ද සිල්වා සිය ජාත්යන්තර තරඟාවලියට සිය ජාත්යන්තර තරඟාවලියට පැමිණි අතර, එංගලන්ත සිංහයන්ට එරෙහිව කණ්ඩායමක් සඳහා හොඳ ප්රතිලාභ ලබා දුන්නේය.පෙබරවාරි මාසයේ පැවති පළමු නිල නොවන ටෙස්ට් තරගයේදී හතළිස්ස සහ කඩුලු 2 ක් සහ කඩුලු 5 ක්, රංගන හේරත්හි නොපැමිණීම සඳහා ඔහු තෝරාගත් මාවතයි, නමුත් කණ්ඩායමක් සඳහා වසරකට වැඩි කාලයක් තිස්සේ ද සිල්වා වසරකට වැඩි කාලයක් ගත වී ඇතඔහුගේ ගෘහස්ථ කණ්ඩායම සඳහා මුවර්ස් ක්රීඩා සමාජය සඳහා.",අවු. 31 දවස්. 281
ඩික්වෙලා පතුවිබෙන්ඩිගේ දිලන්ත නිරෝෂන් ඩික්වෙල්ලා,"ජුනි 23, 1993, මහනුවර",වම් අත පන්දු,කඩුලු රකින්නා,"ප්රහාරක වම් අත සහ සාම්ප්රදායික කඩුලු රකිනෙඳු-පිතිකරු, නිරෝෂන් ඩික්වෙල්ලා වන නිරෝෂන් ඩික්වෙලා සිය තාරකා පාසල් ක්රිකට් දිවිය තුළට මේ වන විටත් උපකල්පනය කරමින් පළමු පන්තියේ ක්රිකට් ක්රීඩාවට පැමිණියහ.පෙර කන්නයේ දී ලකුණු 1000 කට වඩා සිරවී සිටි සහ ත්රිත්ව විද්යාලය ජාතික ශූරතාවයට ගෙන ගිය අතර ත්රිත්ව විද්යාලය ජාතික ශූරතාවයකට ඉදිරිපත් කර ශ්රී ලංකාවේ පාසල් සිසරණ කටයුතු සම්මානය දිනා ගත්තේය.",අවු. 28 දවස්. 124
පින්තාරු කළ වාසන් දුෂ්තකයා,"ජනවාරි 11, 1992, රාගම",දකුණු අත පිතිකරණය,දකුණු අත වේගයෙන්,"උස, සිහින් සහ ලිස්සන සුළු, දුෂ්මන්ත චමීරා 2012 දී එන්.සී.සී. වෙත පැමිණි අතර, අනාගතය සඳහා ඉක්මනින් පන්දු යවන්නෙකු ලෙස සලකුණු කරන ලදී.ඔහුගේ ගුණධර්ම අතර පළමුව වේගයෙන් ජනනය වන අතර එය චලනය කරන තරමක් වටකුරුගේ ක්රියාවකින්.කිලෝමීටර 140 කට අධික පිරිසකගේ නිරතුරුවම පහර දෙන වේගයට පහර දෙන පුහුණුකරුවන්ගේ වයස 23 වන විට ඔහු රටේ වේගවත්ම පිවිදලිය බවට පත්ව ඇතැයි විශ්වාස කරයි.21.18.18.18.18.18.18.2.18.18.18.18.18.2.18.7 පන්තියේ ක්රිකට් 32 ක් ලබා දෙමින් ශ්රී ලංකාවේ ටෙස්ට් සංචිතයේ 2014 අවසන් වන විට ශ්රී ලංකාවේ ටෙස්ට් සංචිතයේ නවසීලන්තයට නවසීලන්තය දක්වා ස්ථානයක් උපයා ගත් නමුත් චාරිකා තරඟයේදී ශක්තිමත් විය.ඔහු එම සංචාරය සඳහාම එක්දින සංචිතයට ප්රමාද වූ අතර ඔහුගේ ජාත්යන්තර තරගය වෙලින්ටන්හි සිය ජාත්යන්තර ආරම්භයක් ලබා දුන් අතර, ඔහුගේ පළමු ඕවරයේදී රොස් ටේලර්ගේ කඩුල්ල ඉල්ලා සිටියේය.",අවු. 29 දවස්. 287
පාස්කුවාල් හන්ඩි තරින්දු කෞෂාල්,"1993 මාර්තු 05, ගාල්ල",දකුණු අත පිතිකරණය,දකුණු අත ඕෆ්බ්රීක්,"සැලකිය යුතු වාමාංශිකයෙකු වන උස දිරාපත්කරු වන තරින්දු කෞෂාල් 2013 මුල් භාගයේදී ශ්රී ලංකාවේ ගෘහස්ථ පරිපථයේ වඩාත්ම ආකර්ෂණීය තරුණ පන්දු යවන්නා විය හැකිය.ඔහුගේ ඇඟිලි මෙන්ම, පන්දුව මත සැලකිය යුතු වැඩක් කිරීමට - ඔහුගේ ඩොසරාට විශේෂයෙන් තෝරා ගැනීමට අපහසු යැයි කියනු ලැබේ.",අවු. 28 දවස්. 234
Tisse apphamilage aftiapha siriwardana,"දෙසැම්බර් 04, 1985, නාගෝඩා",වම් අත පන්දු,මන්දගාමී වම් අත ඕතඩොක්ස්,කාර්යබහුල මධ්යම පෙළේ පිතිකරුවෙකු සහ දක්ෂිණාංශික පිතිකරුවෙකු සහ දක්ෂිණ-හස්තයෙන් දඟ පන්දු යවන්නෙකු වන මිලින්ද සිරිවර්ධන වසර කිහිපයකින් දේශීය ප්රතිලාභ ලබා දීමෙන් පසු 2015 දී ජාතික පැත්තට කඩා වැදුණි.2015 ප්රිමියර් ලීග් තරගාවලියේ කැපී පෙනෙන පෝරමය ඔහුගේ උන්නතාංශය හේතු විය.ඔහු ලකුණු 1144 ක් වූ අතර බඩුරේලියා ක්රිකට් සමාජයේ ලකුණු 1144 ක් ලබා ගනිමින් පළමු පන්තියේ කන්නයේ ඉහළම ලකුණු ඒකකය ද වූ අතර ඔහු බදුරේලියා ක්රිකට් සමාජයේ කඩුලු 20 ක් දවාගෙන තිබේ.,අවු. 35 දවස්. 325
සචිත් ශාන්කකා පටිරානා,"මාර්තු 21, 1989, මහනුවර",වම් අත පන්දු,මන්දගාමී වම් අත ඕතඩොක්ස්,"මන්දගාමී වම්පස ඇති තුන් ඉරියව් ක්රීඩකයෙක්, සචිත් පතිරාන ජාතික පැත්තට නැගීම දීර් extended 19 න් පහළ කණ්ඩායමේ පොරොන්දු වූ කාලය නිසා දිගු කලක් බලා සිටී.පතිරාන වයස අවුරුදු 17 දී එංගලන්තයට හා මැලේසියාවට එරෙහි එක්දින ජයග්රාහී තරගාවලියකදී ශ්රී ලංකාවේ U-19 පැත්තේ නායකයා වූ අතර වසරකට පසුව, 19 ලෝක කුසලානයට ලකුණු 231 ක් රැස් කළේයකඩුලුි. මහනුවර ත්රිත්ව විද්යාලය හරහා පතිරාන රාගම ක්රිකට් සමාජ ශාලාවට ගොස් 2012 දී චිලාව් මේරියන්ස් හි ජ්යෙෂ් Senior වෘත්තීය ජීවිතය ආරම්භ කළේය.2012-13 කන්නයේ ඔහුගේ ශක්තිමත් පළමු පන්තියේ ප්රසංග ජාතික තේරීම් කමිටුගේ අවධානයෙන් බේරූ අතර, බංග්ලාදේශයට එරෙහි ශ්රී ලංකාවේ නිවාස එක්දින තරගාවලිය සඳහා සංචිතයට ඔහු නම් කරන ලද නමුත් පතිරාන ජාතිකයාගේ ස්ථානයක් නියපොතු ලෙස නියැලී කිරීමට සමත් වූයේ නැතසංචිතය.",අවු. 32 දවස්. 218
දනුෂ්කා ගුණාත්මකභාවය,"මාර්තු 17, 19, පණදුර",වම් අත පන්දු,දකුණු අත ඕෆ්බ්රීක්,"සදහාෂ්කා ක්රීඩා සමාජයේ කොටසක් වන දනුෂ්කා ගුණතිලකගේ අර්ධ වශයෙන් සුසුෂ්කා ගුණතිලකගේ පඩිපෙළක් වන දනුෂ්කා ගුණතිලකගේ පඩිපෙළ බොහෝ දුරට විභවතාවයන් මත නවීකරණය කරන ලද අතර එය 2015 මැද භාගයේ නවසීලන්තයේ සංචාරය සඳහා ශ්රී ලංකාවේ කණ්ඩායමකට ගෙන ගියේය.ඉනිම හතරකින් ස්මාර්ට් පනස්කිරි දෙකකට පහර දෙමින් ඔහු ඉනිමේ දෙවන-වැඩිම ලකුණු 24 ක දක්ෂ ලකුණු සංඛ්යාවක් ලබා දෙමින්, විශේෂයෙන් අක්රීය වූ ගුණතිලක යන තරමට අවසන් වන තරමට අවසන් විය.කාලය නිවාඩු නිකේතනය.ඔහු 2009 තරුණ ලෝක කුසලාන තරගාවලියේදී ශ්රී ලංකාවේ වයස අවුරුදු 19 න් පහළ කණ්ඩායමේ සේවය කර ඇත.",අවු. 30 දවස්. 222
Gampalage sheahen de fonseone ගුණවර්නා ජයසූරිය,"සැප්තැම්බර් 12, 1991, කොළඹ",වම් අත පන්දු,දකුණු අත ඕෆ්බ්රීක්,ඔහුගේ එක්දින තරගය 2015 කොළඹදී ශ්රී ලංකා එදිරිව බටහිර ඉන්දීය කොදෙව්ස්.,අවු. 30 දවස්. 43
ජෙෆ්රි ඩෙක්ස්ටර් ෆ්රැන්සිස් වැන්ඩර්සි,"පෙබරවාරි 05, 1990, වටල",දකුණු අත පිතිකරණය,ලෙග්බ්රේක්,ඔහුගේ එක්දින තරගය ශ්රී ලංකාව 2015 කොළඹ දී නවසීලන්තය. පසුගිය එක්දින තරගය 2019 දී කරච්චි හි බටහිර ඉන්දීය කොදෙව් එදිරිව ශ්රී ලංකාව,අවු. 31 දවස්. 262
ධනන්ජය මදුරංග ද සිල්වා,"1991 සැප්තැම්බර් 06, කොළඹ",දකුණු අත පිතිකරණය,දකුණු අත ඕෆ්බ්රීක්,"දිවයිනේ දකුණු පසින් තාක්ෂණිකව නිවැරදි ඉහළ පෙළේ පිතිකරුවෙකු වන ධනන්ජය ද සිල්වා මහතා 2015 දී කෙටියෙන් ජාතික තේරීම් කමිටු ඇස කෙටියෙන් අල්ලා ගත් අතර පසුව, වඩාත් දැඩි ජාතික රාජකාරියක් සඳහා ඔහුව සලකුණු කළ කම්පල් සහිත ගෘහස්ථ සමයක් ලබා ගත්තේය.පාකිස්තානයට එරෙහි ශ්රී ලංකාවේ මධ්ය කාලීන විස්සයි විස්සයි 20 ගණන්වල දී ද සිල්වා තෝරාගෙන ඇති නමුත් ඔහු විස්සයි 20 පිතිකරුවෙකු වූ අතර එය පන්දු 47 කදී ඉනිම 27 කදී පරාජය කළේය.කෙසේවෙතත්, ඊළඟ දෙය නම්, දැඩි පිපීමකි.",අවු. 30 දවස්. 49
බෝල්ප්වාඩගේ කුල්සා ගිමා මෙන්ඩිස්,"පෙබරවාරි 02, 1995, මොරටුවා",දකුණු අත පිතිකරණය,ලෙග්බ්රේක්,"සංයුක්ත තාක්ෂණයක්, ආක්රමණශීලී ආවේගයක් සහ යකඩ අධිෂ් and ානයක් සහිත ආශීර්වාදයක්, කුසල් මෙන්ඩිස් වයස් කාණ්ඩ පද්ධතිය හරහා වේගයෙන් ඉහළ ගොස් ඇති අතර ඉක්මනින් ලෝකයේ වඩාත්ම පොරොන්දු වූ තරුණ මංකිස ජාතිකයෙකු බවට පත්විය.ඔහු ටෙස්ට් තරගාවලියක් ලැබීමට පෙර පළමු පන්තියේ ඉනිම 16 ක් පමණක් ක්රීඩා කර ඇති අතර ඔහු මංගල ටෙස්ට් ටොන් එකක් සෑදීමට පෙර පළමු පංතියේ එක් ශතකයක් පමණක් වැදී ඇත.එම සියය - ඕස්ට්රේලියාවට එරෙහිව 176 - ඕස්ට්රේලියාවට එරෙහිව 176 තරඟ පෙරළීම, ශ්රේණි වශයෙන් නිර්වචනය කරන ලද තට්ටු කිරීම, එමඟින් වෙනත් පිතිකරුවෙකු ක්රීඩාවේ 55 කට වැඩි පිරිසක් ශ්රී ලාංකික ඉනිමක් වූ අතර එය මෙතෙක් පැවති විශාලතම ඉනිමකි.එතැන් පටන් මෙන්ඩිස් ආකර්ෂණීය ඉනිමක් ද තබා ඇති අතර, ටෙස්ට් පළමු සිව් දෙනා තුළට කාවැදී ඇත.",අවු. 26 දවස්. 265
මැඩගස්මා සඳහා දසුක්ගේ ඩන්ජ්,"සැප්තැම්බර් 09, 1991, නෙගම්බෝ",දකුණු අත පිතිකරණය,දකුණු අත මාධ්යය,"පුපුරන සුලු මැද පෙළ පිතිකරුවෙකු සහ ස්ථාවර දකුණු අත් පසුපස පන්දු යවන්නා වන දසුන් ෂානාකා ශ්රී ලංකාවේ විස්සයි 20 පාර්ශ්වය තුළ සිංහල ක්රීඩා සමාජයේ හොඳ රංගනයන් අතරින් ශ්රී ලංකාවේ විස්සයි 20 පාර්ශ්වය දක්වා වැඩ කළේය.නෙගම්බෝ හි උපත හා අධ්යාපනය ලැබූ ෂානක, 2015 අගෝස්තු මාසයේදී පාකිස්තානයට එරෙහිව සිය ජාත්යන්තර තරගය පාකිස්තානයට එරෙහිව ය.සරසන්ස් ක්රීඩා සමාජයට එරෙහිව AIA අග්රාමාත්ය විස්සයි 20 තරඟයකදී අංක 4 හි පිතිකරණය පන්දු 46 කදී ලකුණු 123 ක් විය. ඔහු ශ්රී ලංකාවේ 2016 ලෝක විස්සයි විස්ස ව්යාපාරයේ දීප්තිමත් ක්රීඩා කළේය.ටෙස්ට් සංචිතයේ තෝරා ගන්නා ලදී - ශ්රී ලංකාවේ එංගලන්ත සංචාරය සඳහා - පළමු වරට, බොහෝ දුරට ඔහුගේ පළමු පන්තියේ වාර්තාවට වඩා ඔහුගේ හැකියාවන් මත.",අවු. 30 දවස්. 47
මලමෙජ් අමිලස් ද,"ජුනි 23, කොළඹ 1993",දකුණු අත පිතිකරණය,මන්දගාමී වම් අත ඕතඩොක්ස්,"රාගමා ක්රිකට් සමාජය සඳහා නිවැරදි වම් අත දඟ පන්දු යවන අමිලා අපොන්සෝ 2015 සහ 2016 දී සාර්ථක පළමු පන්තියේ assons තු වලක්ගෙන් පසුව, මොරටුවා ශාන්ත සෙබස්තියන් විද්යාලයේ උපාධිධාරියෙකු ලෙසකෝල්ට්ස් ක්රිකට් සමාජ ශාලාවේ - ක්ලැස් වෘත්තිය, නමුත් ඔහු රාගමාහි විය.ඔහු 2015 කන්නයේ පළමු පන්තියේ කඩුලු 31 ක් ලබා ගත් පළමු පන්තියේ කන්නයේ සාමාන්යයෙන් 20.9 ක සාමාන්යයකදී ඔහු එම වර්ෂයේ පසු නවසීලන්තයට ශ්රී ලංකාවේ ස්ථානයක් ලබා දුන්නේය.",අවු. 28 දවස්. 125
ළමාපෙරුම අරච්චේ ඩෑන් ලක්ෂන් රංගිකි සටන,"ජුනි 10, 1991, රාගම",දකුණු අත පිතිකරණය,වම් අත මැණික් කටුව,"කොළඹ නගරයක් වන ලක්ෂන් සැන්ඩකන්ගේ බලකොටුවල මඳක්, වම් සඳකඩ පහරකි.මාරුවීමේ ප්රවේශයක් හා ඉක්මන් ක්රියාවක් ක්රියා විරහිත කිරීම, සඳකන්ට පන්දුව දෙයාකාරයම හැරවීමේ හැකියාව ඇත, එය පෑඩ් එකට යොමු කරන්න.",අවු. 30 දවස්. 138
අවිෂ්ක ප්රනාන්දු වෙනුවෙන් වීරන්ඩිගේ,"අප්රේල් 05, 1998, වඩ්දුව",දකුණු අත පිතිකරණය,දකුණු අත මධ්යම වේගයෙන්,"තැලීම් ස්පර්ශයක් - 19 න් පහළ මට්ටමේ පැවති මට්ටමේ දී ඔහුගේ පොරොන්දුව ඉටු කිරීමට පෙර, මොරටුවා ශාන්ත සෙබස්තියන් විද්යාලය, ඔහුගේ පාසලේ පළමු XI සඳහා සිය ගණනක් සෑදීම ගැන අවිශ්වර ප්රනාන්දු ප්රධානීෙකු බවට පත්වියවයස අවුරුදු 14 ක් වූ ඔහුට පෙර, පාසල් පද්ධතියේ වඩාත්ම දක්ෂ පිතිකරුවෙකු වීමට පෙර 2015 කන්නයේ දී ලකුණු 1000 කට වඩා ඉහළ ගොස් තිබේ.අවසානයේදී ඔහු ශ්රී ලංකාවේ වයස් කාණ්ඩ කණ්ඩායම් කණ්ඩායම් සඳහා තෝරාගෙන ඇති අතර ඔහුගේ දෙවන යෞවන එක්දින තරගයේදී සිය දෙවන යෞවන එක්දින තරගයේදී සියයක් ලබා ගනිමින් සියයක් 19 න් පහළ ලකුණු 127 ක් රැස් කළේය.",අවු. 23 දවස්. 204
